Language,id,author_id,created_at,text,Country,Continent,Latitude,Longitude
English,1372024107013971973,1267147643471396866,2021-03-17T03:16:52.000Z,@Black1970Gary @welfare_one @WWFScotland @NatureUK @wildlife_birds @SIBirdClub Nice picture👍,England,Europe,52.51666,-1.48135
English,1372021823248990212,75263929,2021-03-17T03:07:48.000Z,Just posted a photo @ Kedarnath Wildlife Sanctuary https://t.co/bnavRmU409,India,Asia,30.75000,79.60000
English,1372020059879526403,1123040880519069696,2021-03-17T03:00:47.000Z,#wildlifephotography\n#photography #PhotoOfTheDay #wildlife #BBCWildlifePOTD \n#NaturePhotography \n@murat192323 @shannon__wild \n@Devendr57459808 https://t.co/qnasXIn2b7,India,Asia,26.74441,83.35995
English,1372019701073600514,1283260705748037632,2021-03-17T02:59:22.000Z,@takenbyzoe @captureonepro @SonyAlpha @moment @WildlifeMag @COParksWildlife @World_Wildlife @Sigma_Photo Thank you!!!!,United States,North America,39.71356,-104.92209
English,1372017057185857537,1341671327149731841,2021-03-17T02:48:51.000Z,@FrankMooreB2BW @Ruth_ITV @Natures_Voice @wildlife_uk @NatureUK @Britnatureguide How cute!!! Has a tiny face!   Jo,United States,North America,39.00394,-77.40344
English,1372016129313550337,493354391,2021-03-17T02:45:10.000Z,"@Tuff4stroke Wildlife is awesome, we are so lucky 🍀",United States,North America,42.03694,-71.68350
English,1372015185456726017,237406656,2021-03-17T02:41:25.000Z,@LastnameVu Right! It’s a bit too prehistoric over there. The wildlife is beyond wild.,United States,North America,33.54224,-86.79392
English,1371999320053051395,184763420,2021-03-17T01:38:23.000Z,Acaba de publicar una foto en Karukinka - Wildlife Conservation Society https://t.co/rfkhfWqdop,Chile,South America,-54.13873,-68.70496
English,1371992896623230977,3232955801,2021-03-17T01:12:51.000Z,@Virasuro @ancin1977 Did you know that it's will cost you only $2500 per person for 12 days wildlife Safari and Zanzibar Excursion?\n\nLarger the number lower the cost\n\nWildlife Safari include\nSerengeti\nManyara\nNgorongoro \nTarangire and cultural tour in Moshi Kilimanjaro,Tanzania,Africa,-6.87881,39.28239
English,1371989670330986499,53121546,2021-03-17T01:00:02.000Z,"This morning @GWLandTrust 's Jackie Lynn and @cascadingwaters were scoping out the trails at @MassDFG 's Moose Hill Wildlife Management Area in #Paxton, #Spencer, &amp; #Leicester https://t.co/6HaMK8ZY18",United States,North America,42.30276,-71.91577
English,1371987418962857987,59059112,2021-03-17T00:51:05.000Z,Alarm call! Alarm call! Tiger! Tiger! Fabulous sighting thanks to @baghvillas #kanha #tiger #savethetigers #mukki #tigers #tigersofindia #tigersofkanha #wildlife #wildlifephotography #saveourplanet https://t.co/sMMt7ZplBY,India,Asia,22.33333,80.63333
English,1371986817637969924,73589669,2021-03-17T00:48:42.000Z,Indian Roller (नीलकंठ) #Wildlife #Photography #IndianWildlife #natureshot #NaturePhotography #bbcwildlife #bbcearth #natgeo #natgeowild #planetearth #animalplanet #shutterbugsIndia #NikonIndia #NikonGear #IndiAves https://t.co/lYqIVG6NG2,India,Asia,25.72244,86.58985
English,1371986738608889859,73589669,2021-03-17T00:48:23.000Z,Indian Roller (नीलकंठ) #Wildlife #Photography #IndianWildlife #natureshot #NaturePhotography #bbcwildlife #bbcearth #natgeo #natgeowild #planetearth #animalplanet #shutterbugsIndia #NikonIndia #NikonGear #IndiAves https://t.co/OWL146U10a,India,Asia,25.72244,86.58985
English,1371986475382833152,73589669,2021-03-17T00:47:20.000Z,Indian Roller (नीलकंठ) #Wildlife #Photography #IndianWildlife #natureshot #NaturePhotography #bbcwildlife #bbcearth #natgeo #natgeowild #planetearth #animalplanet #shutterbugsIndia #NikonIndia #NikonGear #IndiAves https://t.co/tq2PnOJdDu,India,Asia,25.72244,86.58985
English,1371980353179582464,180311087,2021-03-17T00:23:01.000Z,A new garden bug - not seen this pointy snout winged thing before.  #insects #bugs #gardens #wildlife https://t.co/rv0qQIrTJQ,Australia,Australia,-34.84727,138.69899
English,1371978819310133252,118538571,2021-03-17T00:16:55.000Z,WHO Points To Wildlife Farms In Southern China As Likely Source Of Pandemic https://t.co/vNmeRNDuMW,United States,North America,38.04004,-78.48745
English,1371968624353755138,1290290872819515393,2021-03-16T23:36:24.000Z,Learning to balance our relationship with (particularly urban) wildlife is CRUCIAL to the future. Avoiding human-wildlife contact is impossible; the only way forward is making sure everyone is educated and cares for our wild creatures and spaces.,United States,North America,40.78071,-73.96854
English,1371968623556853763,1290290872819515393,2021-03-16T23:36:24.000Z,Genuinely cannot wrap my head around people on here interested in wildlife and conservation who will spend more time keep people away from animals than working to ensure more and more people develop positive relationships with wildlife. It smacks of elitism and gatekeeping.,United States,North America,40.78071,-73.96854
English,1371964422068039682,19921934,2021-03-16T23:19:42.000Z,Drinking a Guinness Extra Stout by @GuinnessIreland @ Lorenz Fish and Wildlife Preserve — https://t.co/2qBcmoyU6i,United States,North America,29.19010,-94.98350
English,1371964308696002564,61156458,2021-03-16T23:19:15.000Z,I enjoyed doing a bit of #gardening ☺️ And as I pruned my #hydrangea... I came upon some #wildlife 😉\n👩🏻‍🌾🌿✂️🌿🐞🌿🐌🌿🌼🌿\n#InMyGarden #WildlifeGarden #Insects #Birds #Bees #Flowers #Berries #Trees #Plants #InOurGarden #SolaceInNature #Ladybird #Snail #GardenLife #NatureTherapy https://t.co/FqXaPOn7fa,England,Europe,53.91342,-1.94016
English,1371963642153943045,1440598910,2021-03-16T23:16:36.000Z,"Ripped out by the roots just to plant STUPID  FLAPPY   ADVERTISING  FLAGS  telling passers by that houses are being built and planning departments all over the country are falling into the developers traps of paid for inadequate eco reports, killing off wildlife and countryside's https://t.co/e8tHgHRcNL",England,Europe,51.80359,0.63591
English,1371963462885109761,60495723,2021-03-16T23:15:54.000Z,"The innocent ducks wandering the streets of Stirling, Adelaide Hills are safe from the carnage that will ensue with the opening of the duck shooting season this weekend.\n\nThe ducks at locations listed here will NOT be safe:\n\nhttps://t.co/5ui2rB5v5j\n\n#saparli #banduckshooting https://t.co/DWZR640llW",Australia,Australia,-35.00554,138.71617
English,1371963435001462788,1066868172496740353,2021-03-16T23:15:47.000Z,"Next Thursday, March 25th I’ll be giving a talk as part of \n@ANStweets Naturalist Hour about the intersection of social media and wildlife and sharing tips on how you can do your part to only share ethical content that promotes education and conservation\nhttps://t.co/g50U2J3hE0 https://t.co/l9C28dgFIh",United States,North America,33.76719,-84.43311
English,1371962100243894273,803904314,2021-03-16T23:10:29.000Z,"""NORTHERN FRIENDS"" https://t.co/5l8II7YUkc #CanadianGeographic #NationalGeographic #AlgonquinPark #Raven #Birds #BirdPhotography #Wildlife #Winter #OntarioParks #PicOfTheDay #Travel #Nature #Muskoka #Huntsville #Gravenhurst #Photography #Art #Earth 🌎☀️😎✌️👍🌲🌲🍁🌨️📸🐾🐾♥️🏆🇨🇦 https://t.co/zMhZP9ZbWP",Canada,North America,49.26436,-84.74764
English,1371962058699341832,1220360718471614469,2021-03-16T23:10:19.000Z,"@domdyer70 @Femail One day, roles might be reversed ,\nHopefully, fucking people, #bullysto wildlife",England,Europe,52.51487,-2.00933
English,1371961531223527430,803904314,2021-03-16T23:08:13.000Z,"""NORTHERN SUNRISE"" https://t.co/giwGJhTT1O #CanadianGeographic #NationalGeographic #AlgonquinPark #Wilderness #Sunrise #SmokeLake #Wildlife #Winter #OntarioParks #PicOfTheDay #Travel #Nature #Muskoka #Huntsville #Gravenhurst #Photography #Art #Earth 🌎☀️😎✌️👍🌲🌲🌨️📸🐾🐾♥️🏆🇨🇦 https://t.co/TlSo60T2uL",Canada,North America,49.26436,-84.74764
English,1371960820565938176,1361386735167565831,2021-03-16T23:05:24.000Z,I made this video and if you watch it you will learn things very quickly\n\n#BirdTwitter #NatureLovers #Wildlife #wildearth #conservation #BritishScienceWeek #BBCEarth #ornithology #Naturalist https://t.co/uy9a9EjqiD,United States,North America,41.29354,-73.49392
English,1371959291305988097,16285699,2021-03-16T22:59:19.000Z,Just posted a photo @ Radnor Lake Natural Area and Wildlife Refuge https://t.co/dr4x5dR9YB,United States,North America,36.06295,-86.80982
English,1371958707391754242,477115410,2021-03-16T22:57:00.000Z,If only there was a Chinese Joe Exotic to pin this whole pandemic on. It would make for a good Tiger King sequel.     https://t.co/bG5TuWIiRs,United States,North America,39.28471,-76.62048
English,1371956899554467842,1283260705748037632,2021-03-16T22:49:49.000Z,@artbyotto @captureonepro @SonyAlpha @moment @WildlifeMag @COParksWildlife @World_Wildlife @Sigma_Photo Lol it's like the shocked Pikachu face 🤣,United States,North America,39.71356,-104.92209
English,1371956354454151170,3427526593,2021-03-16T22:47:39.000Z,"@JeffPayne76 Thanks partner. Lots of collaborative work for us to be proactive on, looking forward to multi-beneficial wins for wildlife and ag.",United States,North America,38.41043,-121.43938
English,1371956111763456002,1283260705748037632,2021-03-16T22:46:41.000Z,@mrpurpl3guy @captureonepro @SonyAlpha @moment @WildlifeMag @COParksWildlife @World_Wildlife @Sigma_Photo Thanks dewd,United States,North America,39.71356,-104.92209
English,1371955994285182977,1055529451,2021-03-16T22:46:13.000Z,@wildlondonpics @Chestertons @londonindphoto @tammymarlar @patlinberg @Barrysworkshop @bikebunny1 @JoAnnunaki @joangell5 I was thinking about a bluebell and butterfly image from a couple of years ago that I haven't used in anything before! Funny we both started thinking about the relationship between wildflowers and wildlife 😁,England,Europe,51.31652,-0.54884
English,1371955265696845829,199603219,2021-03-16T22:43:19.000Z,More street lights = more light pollution = more stress on wild species = further decline in wildlife and ever more acceleration towards the collapse of our ecosystem.,Wales,Europe,52.40444,-4.00162
English,1371954981704716290,802257024,2021-03-16T22:42:11.000Z,@HemelAllotment Love the wildlife pondy thing 😍,England,Europe,53.54626,-2.77431
English,1371953780787412996,202791468,2021-03-16T22:37:25.000Z,"68 Miles done, 32 to go 👣\n#100MilesChallenge #100MilesInMarch @wwf_uk \n#March #Spring #Nature #Wildlife #Walkshire #EveryLittleHelps 🐼\nhttps://t.co/QSnIsPMyis https://t.co/xWnFOglWt5",England,Europe,53.81593,-1.76682
English,1371953233250324481,818518441644658690,2021-03-16T22:35:15.000Z,Well this is disturbing. \n\nWHO Points To Wildlife Farms In Southern China As Likely Source Of Pandemic https://t.co/4licug56d1,United States,North America,45.72893,-122.66674
English,1371951854448431110,263180421,2021-03-16T22:29:46.000Z,Human Wildlife conflict https://t.co/lWfR93ajfc,Namibia,Africa,-22.96642,18.43215
English,1371950632702251008,310410636,2021-03-16T22:24:55.000Z,"Congratulations, Madam Secretary! @SecDebHaaland’s confirmation to be @Interior Secretary is an historic moment for Indigenous communities, our #PublicLands &amp; waters, climate, wildlife, &amp; more! #DebRunsInterior #BeFierce",United States,North America,38.89860,-77.01440
English,1371949367922397185,347917144,2021-03-16T22:19:53.000Z,Great that you are using your maxi litter bins to promote wildlife!  Could they look a bit greener? https://t.co/ZooGSNpuC3,England,Europe,51.08175,0.68938
English,1371948880535945223,1267582730,2021-03-16T22:17:57.000Z,https://t.co/opiJjUJfYp,United States,North America,35.17050,-79.86103
English,1371947007506583552,1283260705748037632,2021-03-16T22:10:30.000Z,@jltk76 @captureonepro @SonyAlpha @moment @WildlifeMag @COParksWildlife @World_Wildlife @Sigma_Photo Haha 🤣🤣 thanks my guy,United States,North America,39.71356,-104.92209
English,1371946579326799879,1283260705748037632,2021-03-16T22:08:48.000Z,@jltk76 @captureonepro @SonyAlpha @moment @WildlifeMag @COParksWildlife @World_Wildlife @Sigma_Photo 😁😁😁,United States,North America,39.71356,-104.92209
English,1371946529951514627,1283260705748037632,2021-03-16T22:08:36.000Z,@jacobroberttss @captureonepro @SonyAlpha @moment @WildlifeMag @COParksWildlife @World_Wildlife @Sigma_Photo Thanks dude!,United States,North America,39.71356,-104.92209
English,1371944756608131076,935162944329052160,2021-03-16T22:01:34.000Z,Afternoon stroll\n#UPofMichigan \n#nature #wildlife #mothernature #trailcamera #trailcam #gamecam #gamecamera #woods #forrest #trees #winter #snow #tuesdaymotivations #predator #yote #coyotes #coyote #Canislatrans https://t.co/N9ipGhhtD2,United States,North America,45.00118,-86.27054
English,1371944457210195968,36335798,2021-03-16T22:00:22.000Z,"At 4:25 PM CDT, 3 SSW Epps [Richland Co, LA] PUBLIC reports HAIL of half dollar size (E1.25 INCH). HALF DOLLAR SIZE HAIL FELL AT THE WILD COUNTRY SAFARI WILDLIFE PARK. SOME TREE LIMBS WERE ALSO BLOWN DOWN ON HIGHWAY 17 HEADING INTO THE PARK. https://t.co/vfl9kWPlVc",United States,North America,32.56000,-91.51000
English,1371942087386664961,11659122,2021-03-16T21:50:57.000Z,Cedar Hill State Park - day 2 #photoaday #cedarhillstatepark @ Cedar Hill State Park - Texas Parks and Wildlife https://t.co/ARWqkFvUKP,United States,North America,32.62178,-96.97915
English,1371941700390780937,746282796683919360,2021-03-16T21:49:25.000Z,#GetInvolved at Barrera Indiangrass Wildlife Sanctuary Monthly Workday with Austin Nature Preserve System https://t.co/mdvfPFOUQV,United States,North America,31.16889,-100.07689
English,1371938971526250501,1200317040,2021-03-16T21:38:34.000Z,✂️✂️ GET SNIPPING!! ✂️✂️\n❤️ Protect our beautiful wildlife ❤️\n  ⏰ It takes a second to snip!! ⏰\n#getsnipping #saveourwildlife https://t.co/dP2dZdNZWw,England,Europe,53.73662,-2.72276
English,1371937471865442309,117244673,2021-03-16T21:32:37.000Z,"I saw an awesome Blue Jay today, really nice feathers. 😊\n\n#springhappens #bluejay #birdwatching #birdphotography #niagarabirding #wildlifephotography #wildlife #twitternaturecommunity  #shareyourfeathers #nature #naturelovers #springtime https://t.co/XMa7PYBcO3",Canada,North America,43.05390,-79.08787
English,1371937426587987968,1053298284406681606,2021-03-16T21:32:26.000Z,A brilliant @BISBrecon1 session tonight with Paul Harry - 'An Introduction to Camera Trapping.' 👍 Over 100 of us on zoom! All keen to watch &amp; record wildlife. Looking forward to Part 2 on 30 March now! @MontWildlife #cameratrap #Powyswildlife #CitizenScience https://t.co/IGTalhI7Yk,Wales,Europe,52.44720,-3.54016
English,1371933743364009984,1665097860,2021-03-16T21:17:48.000Z,Great sunrise hike at @enchantedrockstatenaturalarea ! @ Enchanted Rock State Natural Area - Texas Parks and Wildlife https://t.co/9GlWXyNEW3,United States,North America,30.50597,-98.81859
English,1371933172682874882,23376934,2021-03-16T21:15:32.000Z,Just posted a photo @ Woolaroc Museum &amp; Wildlife Preserve https://t.co/xwZsx6BtR1,United States,North America,36.66331,-96.11020
English,1371932985298141187,528995611,2021-03-16T21:14:47.000Z,Registration is now open for the VIRTUAL International Urban Wildlife Conference!! May 25-27! https://t.co/hI6Zyh6fpx,United States,North America,41.83358,-87.73201
English,1371930634034290688,19495039,2021-03-16T21:05:27.000Z,@cruiselifestyl A5) The far away places and incredible wildlife. #CruiseHour https://t.co/HXbLZMRmKx,England,Europe,52.49397,-1.89064
English,1371927349852172288,3567762854,2021-03-16T20:52:24.000Z,"For the next few days, we will be introducing the alums for our ENVS Alumni Meet event. Starting off, meet Maya Briones - Community Forestry Manager at Canopy!👩‍🎓Maya’s passion is to build connections between people, wildlife, and nature experiences. Have a question for Maya?📥 us https://t.co/IN4wvVMpuK",United States,North America,37.33518,-121.88111
English,1371927311063248897,48513873,2021-03-16T20:52:14.000Z,"In CA, toxic pesticides are threatening the health of communities and wreaking havoc on our environment, wildlife, and food supply. Take action via @NRDC_AF NOW: https://t.co/w6CcHU88eD  Please!",United States,North America,37.85831,-122.49226
English,1371927071891554306,2590177127,2021-03-16T20:51:17.000Z,Tree creepers busy in the spring sunshine #treecreepers #birds #wildlife #woodlandfloor #woodland #woods #forest #trees #moss #plants #nature #goodforthesoul #NaturePhotography #photograghy #windermere #LakeDistrict #Cumbria https://t.co/lFVzfBsQoj,England,Europe,54.36837,-2.91192
English,1371926443874250756,774375946614898688,2021-03-16T20:48:48.000Z,"@Sean_Derbys Thank you Sean,.time out from the wildlife park, 🤣😂😆",England,Europe,54.87567,-1.50576
English,1371926115145637888,325597286,2021-03-16T20:47:29.000Z,Plastic utterly trashes our world and decimates wildlife we coexist with.\nGoing to try to be more mindful of my plastic usage.,England,Europe,51.64528,-0.09916
English,1371921406427037700,1357442612643450882,2021-03-16T20:28:47.000Z,Who like Lion king? 🦁🦁\nFirst time trying to paint it. \n#lionking #lion #starnight #stars #sky #animalart #homexhibit #homexhibition #animalartist #wildlife #wildlifephotography #wildlife_perfection #artoftheday https://t.co/u5uG4BiV6D,England,Europe,51.58537,-2.09882
English,1371921278957805570,566263226,2021-03-16T20:28:16.000Z,It is about #wildlife #bigfive #safari #akageranationalpark #rwanda #couplegoals❤️ #ikazerwandatours #famtrip @ Akagera National Park https://t.co/5RnQInurcO,Rwanda,Africa,-1.87965,30.70430
English,1371920069949788163,485128929,2021-03-16T20:23:28.000Z,Swinging @daingerfieldsptexas at the lakeside park @texasparkswildlife @ Daingerfield State Park - Texas Parks and Wildlife https://t.co/LBG37Kn19B,United States,North America,33.00827,-94.69816
English,1371919622035898371,485128929,2021-03-16T20:21:41.000Z,Pics at the @daingerfieldsptexas lakeside park @texasparkswildlife @ Daingerfield State Park - Texas Parks and Wildlife https://t.co/I6xLHp7bzy,United States,North America,33.00827,-94.69816
English,1371919060594753540,2543576312,2021-03-16T20:19:27.000Z,"@_PhilMartin @AlecChristie888 I’ve not looked at it yet either, but if they include wildlife management literature in the definition of conservation then that might boost it up to 25%. I feel that wildlife management has always had a stronger focus on solutions.",Norway,Europe,63.40996,10.36596
English,1371918724236726275,426891230,2021-03-16T20:18:07.000Z,Long Tailed Tit \n\n#photography #wildlifephotography #wildlife #gardenbirds #gardenbirdsuk #gardenbirdsofinstagram #gardenbirdsofbritain #huddersfield #canonphotography #canonwildlifephotography #canon5dmarkiv #explore https://t.co/gLK4xUl0fA,England,Europe,53.63490,-1.79882
English,1371917970507661312,2915245560,2021-03-16T20:15:07.000Z,https://t.co/X5z8VM4liM,United States,North America,47.27302,-120.88248
English,1371917872994381837,485128929,2021-03-16T20:14:44.000Z,Spent most of the day Sunday and all night reading and napping in the tent due to rain @daingerfieldsptexas @texasparkswildlife @ Daingerfield State Park - Texas Parks and Wildlife https://t.co/iJwLBvXh36,United States,North America,33.00827,-94.69816
English,1371916374625431559,59110270,2021-03-16T20:08:47.000Z,Absolutely love this! Fantastic work @SmrsetOutdoorNT 👏🏼so good to see a brilliant project and wildlife thrive #eveyoneneedsnature https://t.co/dzvk6UmwGO,England,Europe,51.18876,-3.90426
English,1371915710692261897,117244673,2021-03-16T20:06:09.000Z,New bird eating buds off the tree next to the feeder. I guess he likes a balanced diet . 😁\n\n#birds #birdwatching #niagarabirding #shareyourfeathers #wildlife  #naturelovers #naturephotography #spring2021 #springfeels #niagarafalls #finches #birdwatcher  #TwitterNatureCommunity https://t.co/x6sUKQm8Dz,Canada,North America,43.05390,-79.08787
English,1371915291513458691,19989238,2021-03-16T20:04:29.000Z,"#bird #wildlife #nature#canon #gorleston #norfolk #blackbird @ Gorleston-On-Sea, Norfolk, United Kingdom https://t.co/CVVl7iFcVu",England,Europe,52.58330,1.71667
English,1371914947035340804,40838847,2021-03-16T20:03:06.000Z,Bluetit \n\n#birds #ornithology #nature #naturephotography #wildlifephotography #wildlife #rspb @rspb_love_nature #wakefieldweekly #birdphotography #bird #bluetit @ West Yorkshire https://t.co/YqaFj0DWa5,England,Europe,53.74890,-1.66520
English,1371914867385503756,1269597624262418433,2021-03-16T20:02:47.000Z,A Domestic Pigeon 🕊 From August. https://t.co/HaPT5WbI2a #domesticpigeon #columbaliviadomestica #bird #animals #wildlife #nature #photography https://t.co/jWPGcDlNLV,Norway,Europe,59.94722,10.79023
English,1371913698063835155,117244673,2021-03-16T19:58:09.000Z,House Finch out my window today. \n\n#birds #birdwatching #niagarabirding #finch #shareyourfeathers #wildlife #TwitterNatureCommunity #naturelovers #naturephotography #spring2021 #springfeels #niagarafalls #niagarabirding https://t.co/IeXHOQIkA6,Canada,North America,43.05390,-79.08787
English,1371907582974124040,853171795695947776,2021-03-16T19:33:51.000Z,Toads on the roads. @lomondtrossachs #wildlife #wildlifephotography #wildlifephotographer #NaturePhotography #nature #naturelover #naturelovers #toads https://t.co/ySKgfb8uLa,Scotland,Europe,57.73945,-4.20044
English,1371907073743675397,1053617637186506754,2021-03-16T19:31:49.000Z,"""Lets go fishing""\n\nZ5 - f/8 - iso 100 - 1/500 sec \n\n#amateurphotography #nikon #nikonphotography #nikonphotographer #z5 #boat #bird #seagull #wildlife #seaside #70300mm #harbour #paignton #torbay #devon @ Paignton https://t.co/vPnjSBsBYk",England,Europe,50.43528,-3.56250
English,1371906789432696832,199013264,2021-03-16T19:30:42.000Z,"Sonoran Coral Snake 🐍🇲🇽\n\nMicruroides euryxanthus 🔬\nSonoran🏜️, Mx. 📍\n\nCheck out my store! Help me continue and support my work! https://t.co/FOiZORBeUQ 🏜️\n\nCustom prints and other questions DM ⚡\n\n#photography #naturaleza #photographer #Animal #nature #herpetology #Wildlife https://t.co/NN0nuZ3DMn",Mexico,North America,28.96986,-111.49818
English,1371905802068447236,853171795695947776,2021-03-16T19:26:46.000Z,Red Squirrels in the forest today. @brsquirrel @ScotSquirrels @SquirrelAccord @lomondtrossachs #wildlife #wildlifephotography #wildlifephotographer #nature #NaturePhotography #naturephotographer https://t.co/GIcNT7hr7B,Scotland,Europe,57.73945,-4.20044
English,1371905506755874819,1123979971,2021-03-16T19:25:36.000Z,Well I am outside taking photos today and it is getting warm... not missing the snow but come on spring keep it cool for a bit.\n#nikonnofilter #wildhorse #oklahoma #NativeAmerican #nature #wildlife #photograghy #horse #nikon https://t.co/tImptfXx7P,United States,North America,35.52261,-97.97590
English,1371904498067775488,123211971,2021-03-16T19:21:35.000Z,1/2 At a loose end on #StPatricksDay&amp; fancy helping the birds? You might use the day to build a few nest boxes for your garden birds. We have produced some easy to follow #DIY nest box guides together with @HeritageHubIRE Heritage Officer Network. See 👇  https://t.co/zbi8wsgjQB,Ireland,Europe,52.99777,-7.33283
English,1371904097457221634,1369263742618382341,2021-03-16T19:20:00.000Z,"Did you know red pandas were given the name 'panda' first,roughly fifty years before black and white variety? 🤓\nSelling these shirts we support @RedPandaNetwork!🤗 #RedPanda\n#fairwear #plasticfree #vegan #sustainablefashion #vegan #endangered #animals #wildlife #SmallBusiness https://t.co/W5JmSe0l3O",England,Europe,50.74227,-1.85261
English,1371903846293893129,853171795695947776,2021-03-16T19:19:00.000Z,Don’t usually photograph Red Squirrels on the feeders but this little guy was making me laugh with his antics this afternoon. @brsquirrel @ScotSquirrels @SquirrelAccord #wildlifephotography #wildlife #wildlifephotographer #nature #NaturePhotography #naturephotographer https://t.co/dLz44xYO1D,Scotland,Europe,57.73945,-4.20044
English,1371903526834683905,217451396,2021-03-16T19:17:44.000Z,"@HantsIWWildlife @portsmouthtoday @WildlifeTrusts @GP_Portsmouth @portsmouthnews @RSPBEngland @XRPortsmouth @portsmouthtoday you must rethink this and commit to removing this outrageous proposal. It’s disgusting, and I feel ashamed to be a resident of a city that feels empowered to destroy a piece of wildlife and nature it should be promoting and feel lucky to have. #dontgothere",England,Europe,50.81886,-1.06699
English,1371899768151101441,1375779102,2021-03-16T19:02:48.000Z,Shot on 3/14/2021 let me know if this pic is against Twitter rules.  It’s what they do. \n#bird #birding #birdwatching #birdsofprey #falcon #nature #wildlifephotography #wildlife #NewJersey #today #BirdTwitter #TwitterNatureCommunity https://t.co/6xEYP8LqVj,United States,North America,40.07304,-74.72432
English,1371899609581248514,1130462276274839557,2021-03-16T19:02:10.000Z,"It’s officially #WildCardiffHour o’clock!\n\nWe’re here until 8pm to share your nature and wildlife finds from in and around #Cardiff 🌿\n\nTo join in, share what you’ve seen with our hashtag in your tweet 📸\n\nNeed a hand with identifying what you’ve seen? Tag us and we’ll help 🔎 https://t.co/B5WbwQ46Xk",Wales,Europe,51.49700,-3.17980
English,1371895669208846353,524381778,2021-03-16T18:46:30.000Z,Just posted a photo @ Expedite Wildlife Tours https://t.co/ITxnujvGyY,Uganda,Africa,0.31032,32.58078
English,1371894831929233411,1214085844786503680,2021-03-16T18:43:11.000Z,Welcome to Nofa Wildlife Park\nOpen only for Private Tours (Saturday to Thursday)\n#nofawildlife #nofa #safari #safaritour #animallovers #animalphotography #wildlifephotography #nature #photography #naturelovers #love #tiger #natgeo #captures #wild #photooftheday #captures https://t.co/hebguTo3UZ,Saudi Arabia,Asia,24.36892,45.93692
English,1371894748349337600,1214085844786503680,2021-03-16T18:42:51.000Z,Welcome to Nofa Wildlife Park\nOpen only for Private Tours (Saturday to Thursday)\n#nofawildlife #nofa #safari #safaritour #animallovers #animalphotography #wildlifephotography #nature #photography #naturelovers #love #tiger #natgeo #captures #wild #photooftheday #captures https://t.co/JrSceoQvaq,Saudi Arabia,Asia,24.36892,45.93692
English,1371894700253270022,1214085844786503680,2021-03-16T18:42:39.000Z,Welcome to Nofa Wildlife Park\nOpen only for Private Tours (Saturday to Thursday)\n#nofawildlife #nofa #safari #safaritour #animallovers #animalphotography #wildlifephotography #nature #photography #naturelovers #love #tiger #natgeo #captures #wild #photooftheday #captures https://t.co/2QMDrHN5V3,Saudi Arabia,Asia,24.36892,45.93692
English,1371894560759111686,1930874312,2021-03-16T18:42:06.000Z,Have never seen so much frog/toad spawn in our wildlife pond.  #biodiversity #frogs #toads #nature #springiscoming @ Wester Balfunning https://t.co/99rY7nqfek,Scotland,Europe,56.07487,-4.40154
English,1371892572600287244,321688803,2021-03-16T18:34:12.000Z,"Good evening\n\n#Heaven_must_be_near...\n\n#Somewhere_only_we_know, #outsider #city ,#FARfromHUMANS ,#winter ,#nature ,#naturephotography,#plantas ,#plants #wildlife,#getaway\n\nhttps://t.co/x24T63YKmD https://t.co/ACyUqSHn0Z",Spain,Europe,40.96670,-5.65000
English,1371892560524943360,1472986424,2021-03-16T18:34:09.000Z,#birdwatch \n#birdwatchireland\n#irishwildlife\n#birdwatching\n#bestbirdshots\n#birdstagram \n#photography\n#wildlife\n#canoneos2000d\n#wildlifephotography \n#wildlifepictures \n#birdphotography\n#your_best_birds\n#bestbirds\n#raw_birds\n#best_birds_of_ig\n#dailybirdshow\n#ireland\n#tourismireland,Ireland,Europe,53.15481,-6.81533
English,1371891623513182216,1361991758037590016,2021-03-16T18:30:26.000Z,#tiger #tigers #tigerstripes #wildlifephotography #wildlife #photographer #photography #bushgardenstampa #bushgardens \n\nhttps://t.co/vOGV8jcB1H https://t.co/UtoKinvt6F,England,Europe,50.91707,0.48320
English,1371891463890612224,1361991758037590016,2021-03-16T18:29:48.000Z,#tiger #tigers #tigerstripes #wildlifephotography #wildlife #photographer #photography #bushgardenstampa #bushgardens\n\nhttps://t.co/cvv6PBl2z0 https://t.co/rIEEYKIsoZ,England,Europe,50.91707,0.48320
English,1371891298232328196,1361991758037590016,2021-03-16T18:29:08.000Z,#tiger #tigers #whitetiger #whitetigers #tigerstripes #fluffyears #ears #wildlifephotography #wildlife #photographer #photography #bushgardenstampa #bushgardens \n\nhttps://t.co/2cUGMnUbtZ https://t.co/Zhu4fO3xrX,England,Europe,50.91707,0.48320
English,1371891105483141120,1361991758037590016,2021-03-16T18:28:22.000Z,#tiger #tigers #tigerstripes #wildlifephotography #wildlife #photographer #photography #bushgardenstampa #bushgardens \n\nhttps://t.co/YX1kwynDGd https://t.co/pVGCi51qfF,England,Europe,50.91707,0.48320
English,1371890945768235015,1361991758037590016,2021-03-16T18:27:44.000Z,#tiger #tigers #whitetiger #whitetigers #tigerstripes #waterfall #wildlifephotography #wildlife #photographer #photography #bushgardenstampa #bushgardens\n\nhttps://t.co/pf0GdXvAxq https://t.co/Af8lIvRI1m,England,Europe,50.91707,0.48320
